% Data output, exercise = peg_board_level_1
% time, tool1_x, tool1_y, tool1_z, tool2_x, tool2_y, tool2_z, tool1_q0, tool1_q1, tool1_q2, tool1_q3, tool2_q0, tool2_q1, tool2_q2, tool2_q3 
19.377000808716,0.7519998550415,-1.4910001754761,6.75,-0.95899963378906,-0.61199903488159,5.0110001564026,-0.20101860165596,2.7622515830217e-008,0.15223820507526,0.96768546104431,-0.18942154943943,1.5868069525027e-008,-0.1145556345582,0.97519052028656
19.392999649048,0.7519998550415,-1.4910001754761,6.75,-0.95899957418442,-0.61199903488159,5.0110001564026,-0.20101861655712,4.9932467049985e-009,0.15223820507526,0.96768546104431,-0.18942153453827,4.5177575458411e-008,-0.11455562710762,0.97519052028656
19.416999816895,0.75199973583221,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026,-0.20101855695248,-3.8684850878212e-009,0.15223820507526,0.96768546104431,-0.1894216388464,1.2752126110627e-007,-0.11455564945936,0.97519052028656
19.443000793457,0.75199967622757,-1.4910000562668,6.75,-0.95899969339371,-0.61199903488159,5.0109996795654,-0.20101851224899,4.4304848678678e-009,0.15223820507526,0.96768546104431,-0.18942159414291,1.1623739482047e-007,-0.11455564945936,0.97519052028656
19.459999084473,0.75199961662292,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110006332397,-0.20101848244667,4.6920355600832e-008,0.15223820507526,0.96768546104431,-0.18942159414291,1.2450227870886e-007,-0.11455564945936,0.97519052028656
19.476999282837,0.75199949741364,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026,-0.20101849734783,2.2935113364042e-008,0.15223820507526,0.96768546104431,-0.18942148983479,1.510338023536e-007,-0.11455565690994,0.97519052028656
19.493000030518,0.75199949741364,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026,-0.20101846754551,4.9178026984009e-008,0.15223820507526,0.96768546104431,-0.18942157924175,1.3277956156799e-007,-0.11455564945936,0.97519052028656
19.524000167847,0.75199949741364,-1.4910001754761,6.7500004768372,-0.958999812603,-0.61199915409088,5.0110006332397,-0.20101845264435,3.6174025552782e-008,0.15223820507526,0.96768546104431,-0.18942156434059,2.0430162805951e-007,-0.11455566436052,0.97519046068192
19.54400062561,0.75199949741364,-1.4910001754761,6.75,-0.958999812603,-0.61199915409088,5.0110001564026,-0.20101848244667,4.2572406044883e-008,0.15223820507526,0.96768546104431,-0.18942151963711,2.0959964786016e-007,-0.11455565690994,0.97519046068192
19.559999465942,0.75199949741364,-1.4910001754761,6.7500004768372,-0.958999812603,-0.61199915409088,5.0109996795654,-0.20101845264435,8.6763968454306e-008,0.15223820507526,0.96768546104431,-0.18942165374756,1.6523738111118e-007,-0.11455564945936,0.97519046068192
19.576999664307,0.75199937820435,-1.4910001754761,6.75,-0.958999812603,-0.61199903488159,5.0109996795654,-0.20101846754551,9.3531241418532e-008,0.15223820507526,0.96768546104431,-0.18942162394524,2.2539373389918e-007,-0.1145556718111,0.97519052028656
19.593000411987,0.75199937820435,-1.4910001754761,6.7499995231628,-0.95899969339371,-0.61199903488159,5.0110001564026,-0.20101849734783,8.0062925178481e-008,0.15223820507526,0.96768546104431,-0.18942153453827,2.1307616293598e-007,-0.1145556718111,0.97519052028656
19.610000610352,0.75199937820435,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026,-0.20101846754551,9.12042352752e-008,0.15223820507526,0.96768546104431,-0.18942156434059,2.0751946294695e-007,-0.1145556718111,0.97519052028656
19.627000808716,0.75199937820435,-1.4910001754761,6.7499995231628,-0.95899969339371,-0.61199903488159,5.0110006332397,-0.20101848244667,5.1637105258351e-008,0.15223820507526,0.96768546104431,-0.18942157924175,2.0245443010936e-007,-0.1145556718111,0.97519052028656
19.642999649048,0.75199937820435,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026,-0.20101842284203,6.8720574120107e-008,0.15223820507526,0.96768546104431,-0.18942154943943,2.0696134583886e-007,-0.1145556718111,0.97519052028656
19.659999847412,0.75199937820435,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0109996795654,-0.20101848244667,1.2272874982955e-007,0.15223820507526,0.96768546104431,-0.18942159414291,2.2751490291739e-007,-0.1145556718111,0.97519052028656
19.677000045776,0.75199937820435,-1.4910001754761,6.7499995231628,-0.95899969339371,-0.61199903488159,5.0109996795654,-0.20101848244667,8.3849315046791e-008,0.15223820507526,0.96768546104431,-0.18942157924175,2.34205501215e-007,-0.1145556718111,0.97519052028656
19.693000793457,0.75199937820435,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0109996795654,-0.20101845264435,4.0142786872366e-008,0.15223821997643,0.96768546104431,-0.18942157924175,2.1835835184447e-007,-0.1145556718111,0.97519052028656
19.709999084473,0.75199949741364,-1.4910001754761,6.7499995231628,-0.95899969339371,-0.61199903488159,5.0109996795654,-0.20101848244667,8.0230471155573e-008,0.1522381901741,0.96768546104431,-0.18942159414291,2.5288304073001e-007,-0.1145556718111,0.97519052028656
19.726999282837,0.75199949741364,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026,-0.20101842284203,4.3200465427162e-008,0.15223820507526,0.96768546104431,-0.18942156434059,2.0154789126536e-007,-0.1145556718111,0.97519052028656
19.743000030518,0.75199961662292,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0109996795654,-0.20101842284203,4.7234461675316e-008,0.15223820507526,0.96768546104431,-0.18942165374756,2.2531065724252e-007,-0.1145556718111,0.97519052028656
19.760000228882,0.75199949741364,-1.4910001754761,6.7499995231628,-0.95899969339371,-0.61199915409088,5.0110001564026,-0.20101848244667,3.6203260833645e-008,0.15223820507526,0.96768546104431,-0.18942147493362,1.8812988855643e-007,-0.11455566436052,0.97519052028656
19.777000427246,0.75199949741364,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026,-0.20101845264435,-4.2410341904997e-009,0.15223821997643,0.96768546104431,-0.18942153453827,2.2771608598759e-007,-0.1145556718111,0.97519052028656
19.792999267578,0.75199949741364,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026,-0.20101846754551,8.3979969645043e-009,0.15223821997643,0.96768546104431,-0.18942156434059,2.2769086172048e-007,-0.1145556718111,0.97519052028656
19.809999465942,0.75199949741364,-1.4910001754761,6.75,-0.95899963378906,-0.61199903488159,5.0110006332397,-0.20101846754551,3.6007321568832e-009,0.15223821997643,0.96768546104431,-0.18942154943943,2.1468855493367e-007,-0.11455567926168,0.97519052028656
19.826999664307,0.75199949741364,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0109996795654,-0.20101855695248,-2.9108404575595e-009,0.15223821997643,0.96768546104431,-0.18942162394524,2.2066186033953e-007,-0.1145556718111,0.97519052028656
19.843000411987,0.75199961662292,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026,-0.20101846754551,9.7186863001752e-008,0.1522381901741,0.96768546104431,-0.18942151963711,1.9636455306227e-007,-0.11455566436052,0.97519052028656
